,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
3178,4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,3.8,"500,000+",Free,0.0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up
3179,Anna.K Tarot,FAMILY,4.8,17,23.0,100+,Paid,3.99,Mature 17+,Entertainment,"January 16, 2017",1.4.4,4.0.3 and up
3182,"Meitu – Beauty Cam, Easy Photo Editor",PHOTOGRAPHY,4.5,462702,45.0,"10,000,000+",Free,0.0,Everyone,Photography,"August 1, 2018",8.1.0.6,4.3 and up
3183,Empire Z: Endless War,FAMILY,4.2,367951,76.0,"5,000,000+",Free,0.0,Teen,Strategy,"July 16, 2018",2.2.8,4.0.3 and up
3185,DIRECTV Remote App,FAMILY,3.0,480,19.0,"1,000,000+",Free,0.0,Everyone,Entertainment,"August 31, 2017",2.40,6.0 and up
3187,MARVEL Contest of Champions,GAME,4.3,2468915,92.0,"50,000,000+",Free,0.0,Teen,Action,"July 30, 2018",19.1.0,4.0.3 and up
3188,Family Dollar,SHOPPING,4.3,2588,21.0,"1,000,000+",Free,0.0,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up
3189,Pixlr-o-matic,PHOTOGRAPHY,4.5,180697,6.1,"10,000,000+",Free,0.0,Everyone,Photography,"April 25, 2017",2.2.5,2.1 and up
3190,Friday: Smart Personal Assistant,PRODUCTIVITY,4.4,2087,8.3,"100,000+",Free,0.0,Everyone,Productivity,"June 24, 2018",20,5.0 and up
3194,Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91.0,"10,000,000+",Free,0.0,Teen,Role Playing,"July 3, 2018",1.021.10,4.1 and up
3195,Drift Legends,GAME,4.2,33788,27.0,"1,000,000+",Free,0.0,Everyone,Racing,"March 29, 2018",1.8.5,4.1 and up
3196,Ayyush wih wih new without Net,LIBRARIES_AND_DEMO,3.8,912,13.0,"500,000+",Free,0.0,Everyone,Libraries & Demo,"January 9, 2018",2.0.0,2.3 and up
3200,ES File Explorer,TOOLS,4.1,278,2.8,"100,000+",Free,0.0,Everyone,Tools,"July 2, 2018",3.1.5,4.0 and up
3203,GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29.0,"5,000,000+",Free,0.0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up
3204,ChatVideo Meet new people,DATING,4.2,63986,20.0,"5,000,000+",Free,0.0,Mature 17+,Dating,"May 31, 2018",3.0.15,4.0 and up
3205,AJ Men's Grooming,LIFESTYLE,5.0,2,22.0,100+,Free,0.0,Everyone,Lifestyle,"August 28, 2017",5,4.1 and up
3206,Kingdoms at War: Hardcore PVP,FAMILY,4.3,34898,92.0,"1,000,000+",Free,0.0,Teen,Strategy,"June 28, 2018",4.05,4.0.3 and up
3207,Learn To Draw Glow Flower,FAMILY,4.4,7320,10.0,"1,000,000+",Free,0.0,Everyone,Entertainment;Education,"July 7, 2017",1.0.1,4.0.3 and up
3209,eBoox: book reader fb2 epub zip,BOOKS_AND_REFERENCE,4.7,21336,23.0,"1,000,000+",Free,0.0,Everyone,Books & Reference,"June 20, 2018",1.28,3.0 and up
3211,MoodSpace,MEDICAL,4.5,503,22.0,"50,000+",Free,0.0,Everyone,Medical,"June 10, 2018",3.2.4,5.0 and up
3212,Survival Prison Escape v2: Free Action Game,FAMILY,4.1,44027,52.0,"5,000,000+",Free,0.0,Mature 17+,Strategy,"February 21, 2018",1.0.9,2.3 and up
3215,OptoDrum,MEDICAL,3.9,10,0.369140625,"1,000+",Paid,5.99,Everyone,Medical,"May 26, 2015",1.0,3.0 and up
3216,GO Notifier,COMMUNICATION,4.2,124346,0.6787109375,"10,000,000+",Free,0.0,Everyone,Communication,"July 6, 2014",2.8,2.0 and up
3217,Prestige AH,MEDICAL,4.0,2,29.0,100+,Free,0.0,Everyone,Medical,"May 11, 2017",300000.0.81,4.0.3 and up
3218,Ag Valley Cooperative,BUSINESS,5.0,6,74.0,500+,Free,0.0,Everyone,Business,"June 26, 2017",2.3,4.0 and up
3222,Kids Educational Game 3 Free,FAMILY,4.3,24936,38.0,"5,000,000+",Free,0.0,Everyone,Educational;Education,"May 16, 2018",3.1,4.1 and up
3224,Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1,"1,000,000+",Free,0.0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up
3226,BH Bikes Premium,SPORTS,3.0,26,15.0,"1,000+",Free,0.0,Everyone,Sports,"May 9, 2017",2.1.1,5.0 and up
3227,Samsung Calculator,TOOLS,4.4,9602,2.5,"100,000,000+",Free,0.0,Everyone,Tools,"July 5, 2018",6.0.61.5,7.0 and up
3229,Theme for Samsung Galaxy Note FE,PERSONALIZATION,4.5,52,7.9,"10,000+",Free,0.0,Everyone,Personalization,"July 4, 2017",1.0,2.3.3 and up
3230,DG Screen Recorder,VIDEO_PLAYERS,3.3,12,2.9,500+,Free,0.0,Everyone,Video Players & Editors,"October 20, 2015",1.7,5.0 and up
3231,Ay Hasnain k Nana Milad Naat,BOOKS_AND_REFERENCE,4.3,72,1.9,"10,000+",Free,0.0,Everyone,Books & Reference,"December 21, 2015",1.0,2.3 and up
3235,Resume Builder / CV Maker & Templates,BUSINESS,4.4,25,7.9,"5,000+",Free,0.0,Everyone,Business,"January 19, 2018",1.0.3,4.0.3 and up
3236,Calorie Counter - Macros,HEALTH_AND_FITNESS,4.0,3061,5.5,"100,000+",Free,0.0,Everyone,Health & Fitness,"August 27, 2016",2.3.4,5.0 and up
3237,FOX 5 DC,NEWS_AND_MAGAZINES,4.5,1440,12.0,"100,000+",Free,0.0,Everyone,News & Magazines,"March 29, 2018",1.3.35.0,4.0 and up
3238,AE Solitaire,GAME,4.3,1776,26.0,"50,000+",Free,0.0,Everyone,Card,"January 4, 2018",2.3.4,4.0.3 and up
3239,Wifi Connect Library,LIBRARIES_AND_DEMO,3.9,58055,0.0400390625,"5,000,000+",Free,0.0,Everyone,Libraries & Demo,"November 7, 2016",2.0.3,1.5 and up
3241,FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,83.0,"5,000,000+",Free,0.0,Teen,Role Playing,"July 17, 2018",3.0.2,4.0.3 and up
3242,EZ-VPNGate,TOOLS,4.3,36,12.0,"5,000+",Free,0.0,Everyone,Tools,"August 21, 2017",1.0.7,4.0.3 and up
3244,Talking Boyfriend,FAMILY,2.9,1073,2.8,"100,000+",Free,0.0,Everyone,Entertainment,"August 28, 2016",1.1,2.3.3 and up
3246,El Falı,FAMILY,4.8,36968,16.0,"1,000,000+",Free,0.0,Everyone,Entertainment,"November 3, 2017",1.2.9,2.3 and up
3247,GUN ZOMBIE,GAME,4.4,243121,38.0,"5,000,000+",Free,0.0,Teen,Arcade,"October 17, 2014",5.3,2.3 and up
3248,Soccer Clubs Logo Quiz,GAME,4.2,21661,16.0,"1,000,000+",Free,0.0,Everyone,Trivia,"May 24, 2018",1.3.81,4.0 and up
3249,Flim Af Somali Hindi Fanproj,FAMILY,3.9,12,3.5,"1,000+",Free,0.0,Everyone,Entertainment,"June 22, 2018",1.0,4.0 and up
3250,X-plore File Manager,TOOLS,4.6,168487,6.4,"10,000,000+",Free,0.0,Everyone,Tools,"June 26, 2018",4.01.00,4.3 and up
3252,Can I pack that? - DG App,TRAVEL_AND_LOCAL,3.9,58,22.0,"10,000+",Free,0.0,Everyone,Travel & Local,"October 28, 2016",2.0.1,4.0.3 and up
3253,Disc Label Print,TOOLS,3.0,262,37.0,"10,000+",Free,0.0,Everyone,Tools,"September 20, 2016",1.0.0,4.0 and up
3254,PAC-MAN Pop,FAMILY,4.3,24877,54.0,"5,000,000+",Free,0.0,Everyone,Puzzle;Action & Adventure,"June 20, 2018",2.1.6579,4.1 and up
3256,CPlus for Craigslist - Officially Licensed,LIFESTYLE,4.5,8096,16.0,"1,000,000+",Free,0.0,Mature 17+,Lifestyle,"August 3, 2018",1.6.4,4.1 and up
3257,Open in WhatsApp (click to chat),TOOLS,4.2,12121,0.0771484375,"1,000,000+",Free,0.0,Everyone,Tools,"August 1, 2018",1.12,2.3.3 and up
3258,Sonic 4™ Episode I,GAME,3.7,8014,37.0,"100,000+",Paid,2.99,Everyone,Arcade,"April 4, 2016",1.5.0,2.2 and up
3259,FI CFL,FINANCE,3.7,112,3.9,"10,000+",Free,0.0,Everyone,Finance,"July 5, 2018",1.1.1,5.0 and up
3261,Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56409,43.0,"1,000,000+",Free,0.0,Everyone,Maps & Navigation,"June 26, 2018",6.2.0,4.1 and up
3262,British Columbia Tourist Places (Guide),TRAVEL_AND_LOCAL,4.0,1,3.0,100+,Free,0.0,Everyone,Travel & Local,"November 8, 2017",1.0,4.1 and up
3263,Add-On: Alcatel (h),PRODUCTIVITY,4.5,107,1.2,"50,000+",Free,0.0,Everyone,Productivity,"May 19, 2015",10.0.3148,4.0 and up
3265,Free Books - Spirit Fanfiction and Stories,BOOKS_AND_REFERENCE,4.8,116507,5.0,"1,000,000+",Free,0.0,Teen,Books & Reference,"August 1, 2018",2.0.075,4.0.3 and up
3266,CP Installer App,BUSINESS,5.0,4,24.0,100+,Free,0.0,Everyone,Business,"July 24, 2018",5.1.1,4.1 and up
3267,CR-V Service Manual,AUTO_AND_VEHICLES,4.2,12,88.0,500+,Free,0.0,Everyone,Auto & Vehicles,"February 19, 2018",1.2,4.1 and up
3268,Hungry Hearts Diner: A Tale of Star-Crossed Souls,FAMILY,4.9,46253,56.0,"500,000+",Free,0.0,Everyone 10+,Simulation,"February 7, 2018",1.0.1,4.0 and up
3270,Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862,0.609375,"10,000,000+",Free,0.0,Everyone,Libraries & Demo,"January 17, 2012",1.0,2.2 and up
3271,POGO Games,FAMILY,3.8,32600,26.0,"1,000,000+",Free,0.0,Everyone,Casual,"February 22, 2017",1.4.10,4.1 and up
3272,V.360° Camera,PHOTOGRAPHY,3.3,582,28.0,"100,000+",Free,0.0,Everyone,Photography,"September 11, 2015",1.1.6,4.4 and up
3273,Selfie Camera Photo Editor & Filter & Sticker,BEAUTY,4.1,187,30.0,"50,000+",Free,0.0,Teen,Beauty,"July 24, 2018",3.0.1,4.0.3 and up
3276,Scarf Fashion Designer,LIFESTYLE,4.4,16637,10.0,"1,000,000+",Free,0.0,Everyone,Lifestyle,"June 18, 2017",1.8,2.3 and up
3278,Lollipop Launcher Plus,PERSONALIZATION,4.1,131,0.0263671875,"1,000+",Paid,4.99,Everyone,Personalization,"March 8, 2015",1.0,4.0.3 and up
3279,AV Buddy Free,FAMILY,4.1,25,47.0,"5,000+",Free,0.0,Everyone,Education,"March 8, 2017",1.2,4.1 and up
3280,Solar CT PV System Power,PRODUCTIVITY,4.7,315,14.0,"10,000+",Free,0.0,Everyone,Productivity,"January 22, 2018",SolarCT 1.9 v,4.0 and up
3281,GetThemAll Any File Downloader,TOOLS,4.2,91186,6.3,"5,000,000+",Free,0.0,Everyone,Tools,"May 22, 2018",2.0.9,4.0 and up
3282,Essential Resources,LIBRARIES_AND_DEMO,4.6,237,0.00830078125,"50,000+",Free,0.0,Everyone,Libraries & Demo,"September 27, 2017",1.02,7.1 and up
3284,Poker Pro.Fr,GAME,4.2,5442,17.0,"100,000+",Free,0.0,Teen,Card,"May 22, 2018",4.1.3,2.3 and up
3285,Temple Run,GAME,4.3,4000433,42.0,"100,000,000+",Free,0.0,Everyone,Arcade,"August 2, 2018",1.9.1,4.0 and up
3287,Female Daily,BEAUTY,3.9,4354,42.0,"100,000+",Free,0.0,Teen,Beauty,"August 6, 2018",2.5.1,4.0.3 and up
3289,L.A. Crime Stories 2 Mad City Crime,GAME,4.2,3946,42.0,"100,000+",Free,0.0,Teen,Racing,"March 30, 2017",1.04,2.3 and up
3290,US DV Lottery 2020 Apply,TRAVEL_AND_LOCAL,4.6,41,2.0,"10,000+",Free,0.0,Everyone,Travel & Local,"January 14, 2018",1.02,4.0 and up
3291,S Pen Keeper,TOOLS,3.8,560,0.306640625,"50,000+",Free,0.0,Everyone,Tools,"June 8, 2018",2.1.0.032,4.0.3 and up
3295,DG Smart life,TOOLS,2.1,14,28.0,"1,000+",Free,0.0,Everyone,Tools,"September 7, 2017",1.0.5,4.1 and up
3296,Pocket U ASW,FAMILY,3.9,93,28.0,"10,000+",Free,0.0,Everyone,Education,"July 25, 2018",3.0.6,4.2 and up
3297,Little Lovely Dentist,FAMILY,4.2,17786,16.0,"1,000,000+",Free,0.0,Everyone,Casual,"May 14, 2018",1.1.8,4.0 and up
3298,BM Physiotherapy Clinic,HEALTH_AND_FITNESS,5.0,3,9.3,100+,Free,0.0,Everyone,Health & Fitness,"October 9, 2017",0.0.1,4.1 and up
3299,Eternal Light AG,SOCIAL,5.0,30,13.0,100+,Free,0.0,Teen,Social,"May 19, 2018",1.04,4.0.3 and up
3300,Free Book Reader,BOOKS_AND_REFERENCE,3.4,1680,4.0,"100,000+",Free,0.0,Everyone,Books & Reference,"August 20, 2016",3.05,4.0.3 and up
3303,Subway Simulator 3D,FAMILY,4.0,25489,62.0,"1,000,000+",Free,0.0,Everyone,Simulation,"August 6, 2018",2.9.0,4.1 and up
3305,K keyboard - Myanmar,TOOLS,4.8,1955,14.0,"100,000+",Free,0.0,Everyone,Tools,"March 17, 2018",1.0.8,4.1 and up
3306,Home Pony 2,FAMILY,4.0,20977,26.0,"1,000,000+",Free,0.0,Everyone,Simulation,"June 18, 2018",1.4.5,4.0 and up
3307,DR.MEEP,FAMILY,4.4,54,33.0,500+,Paid,2.99,Everyone,Puzzle,"June 29, 2018",1.2,4.1 and up
3310,Modern Counter 3: FPS Multiplayers battlegro 3,FAMILY,4.1,17,50.0,"1,000+",Free,0.0,Everyone,Strategy,"March 16, 2018",15,4.1 and up
3311,Cinematic Cinematic,ENTERTAINMENT,4.4,37000,15.0,"1,000,000+",Free,0.0,Mature 17+,Entertainment,"June 21, 2018",4.0.5,4.1 and up
3313,Fever Meter,MEDICAL,3.6,26,0.9521484375,"5,000+",Free,0.0,Everyone,Medical,"May 10, 2015",1.1,2.2 and up
3315,Police Field Interview FI Card,PRODUCTIVITY,4.5,112,2.4,"1,000+",Paid,7.99,Everyone,Productivity,"March 16, 2017",3.0,4.0.3 and up
3316,V Bucks ProTips New,SOCIAL,4.7,594,3.6,"1,000+",Free,0.0,Everyone,Social,"July 19, 2018",1.0,2.1 and up
3319,Moto Fighter 3D,GAME,3.9,85410,39.0,"10,000,000+",Free,0.0,Everyone 10+,Racing,"September 20, 2017",20170920,4.1 and up
3321,Train driving simulator,FAMILY,3.8,91645,36.0,"10,000,000+",Free,0.0,Teen,Simulation,"May 8, 2018",1.94,4.1 and up
3326,Black Theme Go Launcher EX,PERSONALIZATION,4.1,285,3.9,"50,000+",Free,0.0,Teen,Personalization,"October 3, 2017",5.0,2.3 and up
3327,Cal - Google Calendar + Widget,PRODUCTIVITY,4.2,86172,13.0,"1,000,000+",Free,0.0,Everyone,Productivity,"February 1, 2016",1.1.7,4.0 and up
3328,Metal Detector Pro 2015,TOOLS,3.6,1166,0.341796875,"100,000+",Free,0.0,Everyone,Tools,"March 30, 2015",1.1,4.0 and up
3330,Theme eXp - Black Z Light,PERSONALIZATION,4.3,29540,4.3,"1,000,000+",Free,0.0,Everyone,Personalization,"June 15, 2016",2.0,5.0 and up
3331,F-Secure AV Test,TOOLS,4.5,1250,0.2353515625,"50,000+",Free,0.0,Everyone,Tools,"March 6, 2018",1.0.1,4.0.3 and up
3333,EZ LED,TOOLS,2.2,19,2.1,"1,000+",Free,0.0,Everyone,Tools,"September 5, 2017",1.1,4.3 and up
3334,Trell: An app for Explorers | Best Wanderlust App,LIFESTYLE,4.6,8004,34.0,"100,000+",Free,0.0,Teen,Lifestyle,"July 31, 2018",3.4.8,4.1 and up
3335,Homework Planner,EDUCATION,4.0,2525,1.2,"100,000+",Free,0.0,Everyone,Education,"January 11, 2015",15.9.4,4.0 and up
3339,Evil Apples: A Dirty Card Game,GAME,4.3,137696,55.0,"5,000,000+",Free,0.0,Mature 17+,Word,"July 19, 2018",2.3.3,4.2 and up
3340,Hypertension Hi blood pressure,MEDICAL,3.8,292,2.7,"100,000+",Free,0.0,Everyone,Medical,"April 16, 2018",43.0,4.0.3 and up
3341,Citizens Bank - CB Mobile,FINANCE,4.8,6,11.0,"1,000+",Free,0.0,Everyone,Finance,"August 2, 2018",4.19.62,4.4 and up
3342,NissanConnect® EV & Services,LIFESTYLE,2.3,853,88.0,"50,000+",Free,0.0,Everyone,Lifestyle,"July 20, 2018",6.2.0,4.4 and up
3343,Attack the Light,FAMILY,4.7,19209,21.0,"100,000+",Paid,2.99,Everyone,Role Playing;Action & Adventure,"February 23, 2016",1.1.4,4.0 and up
3344,Axxess AX-DSP,TOOLS,3.5,17,7.4,"5,000+",Free,0.0,Everyone,Tools,"June 4, 2018",3_1,4.4 and up
3345,Block Puzzle - Wood Legend,FAMILY,4.4,318867,10.0,"10,000,000+",Free,0.0,Everyone,Puzzle,"July 6, 2018",26.0,4.0.3 and up
3347,Free DS Emulator,GAME,4.1,22896,19.0,"1,000,000+",Free,0.0,Everyone,Arcade,"July 26, 2018",pb1.0.0.1,4.0.3 and up
3350,OWLIE BOO,FAMILY,4.6,834,22.0,"100,000+",Free,0.0,Everyone,Puzzle;Education,"March 15, 2018",1.8.11,4.0 and up
3351,bz Basel News,NEWS_AND_MAGAZINES,2.2,23,33.0,"1,000+",Free,0.0,Everyone,News & Magazines,"June 6, 2018",1.4.0,5.0 and up
3352,MORTAL KOMBAT X,GAME,4.4,3039889,18.0,"10,000,000+",Free,0.0,Mature 17+,Action,"June 27, 2018",1.18.2,4.0 and up
3354,FN Cam,PHOTOGRAPHY,3.4,181,10.0,"10,000+",Free,0.0,Everyone,Photography,"January 13, 2016",1.1.5,4.0.3 and up
3355,MEGA MAN MOBILE,GAME,4.0,267,40.0,"10,000+",Paid,1.99,Everyone,Action,"February 17, 2017",1.02.01,4.0 and up
3358,Inch/cm/Foot Conversion,PRODUCTIVITY,4.0,319,2.1,"100,000+",Free,0.0,Everyone,Productivity,"August 20, 2017",2.0.1,2.3.3 and up
3359,Bulgarian French Dictionary Fr,BOOKS_AND_REFERENCE,4.6,603,7.4,"10,000+",Free,0.0,Everyone,Books & Reference,"June 19, 2016",2.96,4.1 and up
3360,E! News,NEWS_AND_MAGAZINES,4.0,15443,25.0,"1,000,000+",Free,0.0,Teen,News & Magazines,"June 19, 2018",4.2.133,4.4 and up
3361,Robin - AI Voice Assistant,MAPS_AND_NAVIGATION,4.2,55313,16.0,"1,000,000+",Free,0.0,Everyone,Maps & Navigation,"August 5, 2018",4.435,4.1 and up
3362,C Examples,FAMILY,4.2,1002,4.4,"10,000+",Free,0.0,Everyone,Education,"August 31, 2016",3.9,4.0 and up
3363,Dreamland Arcade - Steven Universe,GAME,4.0,6386,24.0,"500,000+",Free,0.0,Everyone,Arcade,"November 19, 2017",0.99,5.1 and up
3364,Your rank CS:GO,GAME,4.1,4946,7.5,"100,000+",Free,0.0,Teen,Trivia,"July 16, 2017",1.82,4.0.3 and up
3366,Asiimov Skin - CS GO Icon Pack,PERSONALIZATION,4.6,26,8.5,100+,Paid,2.49,Everyone,Personalization,"December 3, 2017",5.0.1,4.0.3 and up
3367,Pregnancy Tracker & Countdown to Baby Due Date,PARENTING,4.7,658087,62.0,"10,000,000+",Free,0.0,Everyone,Parenting,"May 24, 2018",3.15.1,5.0 and up
3370,Amazon Drive,PRODUCTIVITY,4.4,18669,4.1,"1,000,000+",Free,0.0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up
3371,EZ View,BUSINESS,3.0,287,9.8,"50,000+",Free,0.0,Everyone,Business,"October 26, 2015",1.0.0.32,4.0 and up
3372,Watch Face Swiss AJ-6,PERSONALIZATION,4.1,21,3.6,100+,Paid,0.99,Everyone,Personalization,"September 20, 2017",1.35,4.3 and up
3374,Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103,66.0,"1,000,000+",Free,0.0,Everyone,Food & Drink,"June 20, 2018",5.0.0,4.4 and up
3376,360-M Flight,TOOLS,3.9,84,24.0,"10,000+",Free,0.0,Everyone,Tools,"December 14, 2017",2.18,4.0.3 and up
3378,Südtirol2Go,MAPS_AND_NAVIGATION,3.3,555,31.0,"50,000+",Free,0.0,Everyone,Maps & Navigation,"December 20, 2017",2.1.2,4.0 and up
3380,DU CS Lectures - Learn to Code for Free,FAMILY,4.8,16,7.8,100+,Free,0.0,Everyone,Education,"July 29, 2018",4.0,4.1 and up
3381,Active Soccer 2 DX,SPORTS,3.6,28,48.0,500+,Paid,2.99,Everyone,Sports,"March 28, 2017",1.0.3,1.5 and up
3383,Batman: Gotham’s Most Wanted!,FAMILY,4.0,16190,88.0,"1,000,000+",Free,0.0,Everyone,Action;Action & Adventure,"April 24, 2018",2.1.1,4.0 and up
3384,Stand O’Food® (Full),FAMILY,4.4,925,40.0,"10,000+",Paid,1.99,Everyone,Casual,"December 26, 2014",1.5,2.3.3 and up
3386,OLX Uganda Sell Buy Cellphones,SHOPPING,4.2,4977,9.8,"100,000+",Free,0.0,Everyone,Shopping,"July 25, 2018",11.15.03,4.1 and up
3388,ZombieVital DG,FAMILY,4.3,10,20.0,100+,Paid,12.99,Everyone,Simulation,"August 4, 2018",Varies with device,Varies with device
3391,Control Center iOS 11 - Phone X Control Panel,TOOLS,4.1,1925,8.3,"100,000+",Free,0.0,Everyone,Tools,"November 15, 2017",3.1,4.4 and up
3395,Shadow Fight 2 Special Edition,GAME,4.5,10440,86.0,"50,000+",Paid,4.99,Teen,Action,"May 30, 2018",1.0.3,4.1 and up
3396,Slickdeals: Coupons & Shopping,SHOPPING,4.5,33583,12.0,"1,000,000+",Free,0.0,Everyone,Shopping,"July 30, 2018",3.9,4.4 and up
3397,Chat With Artificial Intelligence,FAMILY,3.2,32,2.8,"1,000+",Free,0.0,Everyone,Entertainment,"May 10, 2018",1.0,4.0 and up
3398,BGKontakti Vienna BG Kontakti,SOCIAL,4.8,111,5.9,"1,000+",Free,0.0,Everyone,Social,"July 18, 2018",2.42,4.1 and up
3400,"energyly (TNEB,BESCOM,MH,DL..)",TOOLS,3.9,627,4.1,"10,000+",Free,0.0,Everyone,Tools,"February 21, 2017",6.0,4.0 and up
3401,"EG SIM CARD (EGSIMCARD, 이지심카드)",BUSINESS,2.9,322,1.5,"50,000+",Free,0.0,Everyone,Business,"March 28, 2017",2.13,2.2 and up
3403,Polaris Office for LG,BUSINESS,4.2,30847,55.0,"5,000,000+",Free,0.0,Everyone,Business,"February 8, 2018",7.3.21,4.1 and up
3405,Questland: Turn Based RPG,FAMILY,4.6,31134,48.0,"1,000,000+",Free,0.0,Everyone 10+,Role Playing,"August 2, 2018",1.10.6,4.1 and up
3406,Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159,36.0,"500,000+",Free,0.0,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up
3407,"Stickers for Imo, fb, whatsapp",SOCIAL,4.4,214,8.7,"10,000+",Free,0.0,Teen,Social,"October 23, 2016",1.0.0.2,2.3 and up
3408,Smart Air Conditioner,TOOLS,3.3,4786,13.0,"500,000+",Free,0.0,Everyone,Tools,"May 24, 2018",1.2.84,2.2 and up
3409,Alt-C,PRODUCTIVITY,4.0,499,4.7,"10,000+",Free,0.0,Everyone,Productivity,"January 27, 2017",1.37,4.0 and up
3411,CL Pro App for Craigslist,SHOPPING,4.0,119,1.3,"10,000+",Free,0.0,Everyone,Shopping,"July 1, 2017",CL Pro for Craigslist - Canada 150,4.0 and up
3413,EY TaxChat,FINANCE,1.2,44,27.0,"1,000+",Free,0.0,Everyone,Finance,"April 9, 2018",3.24.0,6.0 and up
3415,Anime Love Story Games: ✨Shadowtime✨,FAMILY,4.7,198480,82.0,"5,000,000+",Free,0.0,Everyone,Simulation,"August 3, 2018",20.0,4.1 and up
3416,Home Workout - No Equipment,HEALTH_AND_FITNESS,4.8,428156,15.0,"10,000,000+",Free,0.0,Everyone,Health & Fitness,"June 28, 2018",Varies with device,Varies with device
3418,ShopSavvy Barcode & QR Scanner,SHOPPING,4.1,110425,27.0,"10,000,000+",Free,0.0,Everyone,Shopping,"June 18, 2018",13.6.4,4.0.3 and up
3419,Barcelona Wallpaper HD,PERSONALIZATION,4.5,93,5.7,"10,000+",Free,0.0,Everyone,Personalization,"February 28, 2018",1.10,4.1 and up
3421,BlackCam Pro - B&W Camera,PHOTOGRAPHY,4.5,1376,5.5,"100,000+",Paid,1.49,Everyone,Photography,"March 26, 2018",1.51,4.0 and up
3422,Candy Crush Soda Saga,GAME,4.4,6198563,67.0,"100,000,000+",Free,0.0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up
3424,"Meet24 - Love, Chat, Singles",DATING,4.2,57083,7.9,"1,000,000+",Free,0.0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 and up
3425,Sin City Hero : Crime Simulator of Vegas,GAME,4.1,3371,78.0,"100,000+",Free,0.0,Teen,Action,"September 8, 2017",1.1,4.0.3 and up
3427,"Microsoft To-Do: List, Task & Reminder",PRODUCTIVITY,4.1,14432,16.0,"1,000,000+",Free,0.0,Everyone,Productivity,"July 31, 2018",1.36.82,4.4 and up
3431,AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,4.4,29,5.3,"5,000+",Free,0.0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up
3433,7 minute abs workout - Daily Ab Workout,HEALTH_AND_FITNESS,4.8,527,23.0,"100,000+",Free,0.0,Everyone,Health & Fitness,"March 30, 2018",2.01,4.1 and up
3434,Cars: Lightning League,FAMILY,4.5,58795,77.0,"10,000,000+",Free,0.0,Everyone,Racing;Action & Adventure,"May 21, 2018",1.6,4.0.3 and up
3435,Spine- The dating app,DATING,5.0,5,9.3,500+,Free,0.0,Teen,Dating,"July 14, 2018",4.0,4.0.3 and up
3436,AZ PLAYER HD,TOOLS,3.2,24,4.7,"10,000+",Free,0.0,Everyone,Tools,"April 11, 2016",1.0,2.2 and up
3439,WatchESPN,SPORTS,4.1,288809,6.6,"10,000,000+",Free,0.0,Everyone,Sports,"September 27, 2017",2.5.1,4.4 and up
3440,"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14.0,"100,000,000+",Free,0.0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up
3442,Kinot & Eichah for Tisha B'Av,BOOKS_AND_REFERENCE,4.4,98,6.3,"10,000+",Free,0.0,Everyone,Books & Reference,"August 4, 2014",1.5,2.2 and up
3443,"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,19.0,"1,000,000+",Free,0.0,Everyone,Sports,"August 1, 2018",7.8.0,5.1 and up
3444,I Am Innocent,GAME,4.4,208501,56.0,"1,000,000+",Free,0.0,Teen,Adventure,"July 23, 2018",2.8.307,4.0.3 and up
3448,Q Mobile Banking,FINANCE,4.7,460,12.0,"10,000+",Free,0.0,Everyone,Finance,"June 26, 2018",5.9.1.0,5.0 and up
3449,Cook Baked Lasagna,FAMILY,4.2,56259,23.0,"10,000,000+",Free,0.0,Everyone,Casual,"March 14, 2018",4.0,4.0 and up
3450,Invasive Alien Species Europe,FAMILY,4.5,13,13.0,"1,000+",Free,0.0,Everyone,Education,"November 20, 2017",1.0.6,4.4 and up
3453,DN Sync,NEWS_AND_MAGAZINES,4.1,56,0.02734375,"1,000+",Free,0.0,Everyone 10+,News & Magazines,"June 13, 2016",1.15,2.3.3 and up
